2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,stateCode,goal,instrumental,oficial,redundant,sdg,seriesCode,source,stateName,target,direction,targetMethod,targetValue,stateAbbreviation,seriesName,seriesNameEnglish,units,abrev,group,monitoring,ruleOfLaw,observations,targetNormed,Imax
0.6065622977764562,0.6085611612987663,0.6105666104580649,0.6220783999999999,0.6145977039510413,0.6032744999999999,0.6186636929373392,0.5900631000000001,0.6227682833654384,0.6283213,0.6268782273779223,0.6603063,0.6309378403348234,0.6329386860458754,1,1.0,C,0,,1,2,INEGI,Aguascalientes,1.1,-1,oecd,12.26449966430664,AGU,Porcentaje de población joven de 19 a 29 años de edad con ingreso inferior a la línea de bienestar,Percent of young people aged 19-29 with income below the welfare line,Percent of young people aged 19-29 with income below the welfare line,pct_below_welfare,1,0.7355363518314435,0.44,5,0.8773550033569336,1.0
0.7137711353935074,0.7137711442731671,0.7137711529390138,0.7662054,0.7137711696292719,0.6557265999999999,0.713771185465891,0.6963695999999999,0.7137712004502319,0.6849824,0.7137712145813317,0.7673782,0.7137712278567854,0.7137712341730236,2,1.0,C,0,,1,2,INEGI,Baja California,1.1,-1,oecd,12.26449966430664,BCN,Porcentaje de población joven de 19 a 29 años de edad con ingreso inferior a la línea de bienestar,Percent of young people aged 19-29 with income below the welfare line,Percent of young people aged 19-29 with income below the welfare line,pct_below_welfare,1,0.639496695502554,0.43,5,0.8773550033569336,1.0
0.7265879062549381,0.7265878898100127,0.7265878731465456,0.8167078,0.7265878391640097,0.6832875,0.7265878043092542,0.6940671,0.7265877685851532,0.6773327,0.7265877319930034,0.7642496,0.7265876945323608,0.7265876754760647,3,1.0,C,0,,1,2,INEGI,Baja California Sur,1.1,-1,oecd,12.26449966430664,BCS,Porcentaje de población joven de 19 a 29 años de edad con ingreso inferior a la línea de bienestar,Percent of young people aged 19-29 with income below the welfare line,Percent of young people aged 19-29 with income below the welfare line,pct_below_welfare,1,0.4375726299282686,0.35,5,0.8773550033569336,1.0
0.5275943772966674,0.5275944197656539,0.5275944620778219,0.5380046999999999,0.5275945462317662,0.463696,0.5275946297588776,0.5324915,0.5275947126566676,0.5675319999999999,0.5275947949195894,0.5370272,0.5275948765443763,0.527594917117244,4,1.0,C,0,,1,2,INEGI,Campeche,1.1,-1,oecd,12.26449966430664,CAM,Porcentaje de población joven de 19 a 29 años de edad con ingreso inferior a la línea de bienestar,Percent of young people aged 19-29 with income below the welfare line,Percent of young people aged 19-29 with income below the welfare line,pct_below_welfare,2,0.7222308665165154,0.43,5,0.8773550033569336,1.0
0.5271492009277816,0.5471148679779327,0.5677525897274958,0.5845184,0.6108565207245342,0.6298149,0.6499648914620697,0.6787186000000001,0.670558043733029,0.6653518,0.6757333923224653,0.6767034000000001,0.6778857127584543,0.6782632746971391,8,1.0,C,0,,1,2,INEGI,Coahuila,1.1,-1,oecd,12.26449966430664,COA,Porcentaje de población joven de 19 a 29 años de edad con ingreso inferior a la línea de bienestar,Percent of young people aged 19-29 with income below the welfare line,Percent of young people aged 19-29 with income below the welfare line,pct_below_welfare,1,0.8155320395127914,0.43,5,0.8773550033569336,1.0
0.6873610483407715,0.685699311073309,0.6840142929457453,0.7565957999999999,0.6805750530692851,0.6545301,0.6770719709435289,0.627284,0.6735524100008323,0.6828502999999999,0.6700368992851473,0.6568121,0.6665309011479605,0.6647831265700868,9,1.0,C,0,,1,2,INEGI,Colima,1.1,-1,oecd,12.26449966430664,COL,Porcentaje de población joven de 19 a 29 años de edad con ingreso inferior a la línea de bienestar,Percent of young people aged 19-29 with income below the welfare line,Percent of young people aged 19-29 with income below the welfare line,pct_below_welfare,1,0.5678732090728008,0.39,5,0.8773550033569336,1.0
0.2363701498876267,0.2363700768422987,0.2363700037235361,0.2631398,0.2363698572658705,0.2101874000000002,0.2363697105195115,0.2474408999999999,0.2363695634895677,0.2393056,0.2363694161785119,0.2218774999999999,0.2363692685912184,0.2363691946949728,5,1.0,C,0,,1,2,INEGI,Chiapas,1.1,-1,oecd,12.26449966430664,CHP,Porcentaje de población joven de 19 a 29 años de edad con ingreso inferior a la línea de bienestar,Percent of young people aged 19-29 with income below the welfare line,Percent of young people aged 19-29 with income below the welfare line,pct_below_welfare,3,0.6086074386459724,0.39,5,0.8773550033569336,1.0
0.6086148442895318,0.6086148505384621,0.6086148566050245,0.6497538,0.6086148681911325,0.5540825,0.6086148790503749,0.6032190999999999,0.6086148891844001,0.6093223,0.6086148985911777,0.6274652,0.6086149072683256,0.6086149113328094,6,1.0,C,0,,1,2,INEGI,Chihuahua,1.1,-1,oecd,12.26449966430664,CHH,Porcentaje de población joven de 19 a 29 años de edad con ingreso inferior a la línea de bienestar,Percent of young people aged 19-29 with income below the welfare line,Percent of young people aged 19-29 with income below the welfare line,pct_below_welfare,2,0.7075683342093397,0.39,5,0.8773550033569336,1.0
0.6646897438532982,0.6646896684585677,0.6646895928618193,0.688002,0.6646894410624178,0.6587246,0.6646892884602451,0.6651184,0.6646891350641049,0.6365022,0.6646889808815573,0.675346,0.6646888259143608,0.6646887481356956,7,1.0,C,0,,1,2,INEGI,Mexico City,1.1,-1,oecd,12.26449966430664,CMX,Porcentaje de población joven de 19 a 29 años de edad con ingreso inferior a la línea de bienestar,Percent of young people aged 19-29 with income below the welfare line,Percent of young people aged 19-29 with income below the welfare line,pct_below_welfare,1,0.641422345242666,0.37,5,0.8773550033569336,1.0
0.4276128770443499,0.4350395807393532,0.4425791688599076,0.4833288,0.4580136509941646,0.4220161999999999,0.4741614606631259,0.4354736,0.4911765006199289,0.4901898,0.5085729038538922,0.5863229,0.5254688793922,0.5335519698702136,10,1.0,C,0,,1,2,INEGI,Durango,1.1,-1,oecd,12.26449966430664,DUR,Porcentaje de población joven de 19 a 29 años de edad con ingreso inferior a la línea de bienestar,Percent of young people aged 19-29 with income below the welfare line,Percent of young people aged 19-29 with income below the welfare line,pct_below_welfare,2,0.6803042312639932,0.42,5,0.8773550033569336,1.0
