sdg,indi,statistic,per99,per95,min_nulls,max_nulls
1,sdg1_320pov,6.085793492469568,1.2929417176499043,0.9511685760718449,-1.4928405420038557,1.6395870106221737
1,sdg1_oecdpov,0.050889052060658066,3.1007372369810944,2.2109585467399246,-4.35368565197632,4.01513867160635
1,sdg1_wpc,6.890934417439836,0.9695584923432841,0.7175680817868335,-1.674892049270258,1.4334496297997361
2,sdg2_crlyld,5.307942288736097,1.776764325013282,1.173298920008226,-3.550477912658463,2.74762049310029
2,sdg2_obesity,1.2178268720357,0.451974636695225,0.3253445193715112,-0.45265308038877833,0.5545343342717824
2,sdg2_snmi,6.478872069169798,1.1763779325251036,0.6855942310756785,-2.390943048027231,1.6695093835753505
2,sdg2_stunting,8.942884331255982,1.5907903673071344,1.0671456546663354,-2.1672332043328746,1.8955877308503464
2,sdg2_trophic,6.335695488875741,1.270583606167861,0.9302451955125509,-1.7941181122193244,1.6956937958823344
2,sdg2_undernsh,9.73916409137609,1.3394489966964431,0.87957287738518,-1.912611057483902,1.6909155394573416
2,sdg2_wasting,10.11935760395271,1.5166995421703104,0.9982634567350115,-2.0859233685262564,1.8095277805220924
3,sdg3_births,12.036882029786574,2.326372449573542,1.6693240280516237,-2.466890575528701,2.7513585078180847
3,sdg3_fertility,10.032012903463473,1.5291057475981196,1.0904101907662953,-2.222301217601851,2.076215296257163
3,sdg3_hiv,17.417862390778275,1.1648522285478158,0.6845366429689813,-3.0493541607285524,1.7451951309234586
3,sdg3_incomeg,-0.06538371545222073,3.0749292313936043,1.8635143324763943,-7.087797587908893,4.598117029156178
3,sdg3_matmort,17.423964731225194,1.6897765708877663,1.2068560745593784,-2.2595178801903364,2.2605970556887027
3,sdg3_neonat,10.23752268113741,1.7226380294156964,1.2285319566350277,-1.5343598890868564,2.2879530889908675
3,sdg3_smoke,0.655906990913067,3.180608075493952,1.865726720217273,-7.63033145414462,5.1477916376762956
3,sdg3_swb,4.754733507555106,0.8470969264547458,0.42847916667837344,-2.1499621632852772,1.1774940789855146
3,sdg3_tb,11.871636039300757,1.5582626421248935,1.229426007194065,-1.4579752174264733,2.1335782725707606
3,sdg3_traffic,5.113725091150219,1.6777547327892686,1.0302961214907216,-2.4853391175699406,2.1222414623146357
3,sdg3_u5mort,14.90907057098747,1.7472283096825836,1.1825694983885198,-2.4947436752939702,2.3633616955619012
3,sdg3_vac,10.243591587542033,1.5091664199504895,1.02461416688862,-2.5137823439650524,2.423305065474862
4,sdg4_earlyedu,0.15542504826989467,4.7089848273141754,3.7774651725562793,-3.961484752510826,7.453183726544311
4,sdg4_primary,14.68727474784307,2.387259151574167,1.7001542090602493,-3.280133538161918,2.868340772032072
4,sdg4_second,11.742949988504813,2.1043510716770593,1.4639892064256177,-2.7117984683583227,2.9877975324239907
4,sdg4_tertiary,0.4803083502342257,4.394357521480634,3.1926298174868557,-3.650098652368598,6.422950887860577
5,sdg5_edat,3.757298724114169,1.1932981123459796,0.8954695052066717,-0.8685275068082139,1.713474263352798
5,sdg5_lfpr,3.1188779204024724,0.4838381140058449,0.33473266235074234,-0.9909608764034744,0.6568507576297347
5,sdg5_parl,3.2347612432245985,1.3911777360710689,1.1245598338376173,-0.9060414557071302,1.741322338255252
5,sdg5_paygap,-0.2576843651298338,2.8549642187306947,2.2244427940240135,-2.3324687420573085,3.683094122534548
6,sdg6_safesan,0.6026348002951731,2.0998387327529544,1.3944265748255409,-3.8804184040966025,2.9795017934217802
6,sdg6_safewat,0.561038961224438,2.3764215875922545,1.2694310772942854,-6.498853975874395,4.18289059621385
6,sdg6_sanita,10.433034344985433,1.8287922219297887,1.2216714198028116,-2.1111394584243746,2.2272430348727057
6,sdg6_scarcew,3.598801417571597,2.0013394436186247,1.1161252142679439,-5.607223258355617,2.7890759132682414
6,sdg6_water,11.017497570095157,1.8946195193181425,1.2171144614139493,-2.5416042370882157,2.4535592053270996
7,sdg7_cleanfuel,7.982698234385595,1.5173429688069766,1.153219758176789,-1.6353734890570866,1.8385240279280404
7,sdg7_co2twh,8.271820707643096,3.4061509511199235,2.4493609091278916,-3.395069549148806,4.476609330666848
7,sdg7_elecac,7.71111937113221,1.3663850293974231,0.9482113575987816,-2.2951518872207717,1.6761703570054833
7,sdg7_ren,0.2534738460996498,4.907121563414039,4.075428271389855,-2.975497103357419,6.854391266195828
8,sdg8_empop,0.5526701031556417,3.640600446411234,2.9559857692499887,-1.6183819298389113,4.521059502064902
8,sdg8_gdpgrowth,0.9701555426708338,0.9687443905890454,0.7329427677162271,-0.7090724522787727,1.1200161258531796
8,sdg8_impacc,3.220268457478533,3.3264291754367328,2.5919202337424214,-2.962101239539778,4.227355688426095
8,sdg8_unemp,0.003129216838100091,0.9295121683620989,0.7615115372057956,-0.6198482847880185,1.1091017288322202
8,sdg8_yneet,-0.17876227513953027,3.291208350773473,2.0259682440801656,-6.6570112530543994,6.062249709126851
9,sdg9_articles,2.4071540724947136,1.328629673237496,0.8323514324341446,-3.9305922646186042,2.112927516673888
9,sdg9_intuse,3.8923585104319036,1.4184707903535252,1.0908328368601277,-1.700399658026999,2.034996862085782
9,sdg9_mobuse,2.895451547231033,0.688661114085475,0.40096327833625006,-1.9556900368177577,1.0870147379427244
9,sdg9_netacc,0.42855763024793975,2.6268170724649527,1.889792410830797,-3.59933246360098,3.3737507228064314
9,sdg9_patents,-0.7979616927168361,4.298328663515964,3.0167581067918947,-7.084376386638598,5.736437065050069
9,sdg9_rdex,1.5820403198851933,3.101655436670125,2.516431218753158,-2.8931144603537713,3.8932911027567343
9,sdg9_rdres,1.3308551038377816,2.5983463427985938,1.4455173665309955,-5.196105383422875,4.026660670321258
9,sdg9_womensci,1.2536259962279659,3.517487658614372,2.8337175445577767,-3.454326458459231,5.749656766235112
10,sdg10_adjgini,0.17173200049427173,0.6737253352603074,0.3231475492287627,-2.45433849309223,1.3508346636363553
10,sdg10_elder,0.897244948383778,3.2211191429974653,2.2620688371707742,-6.427465111351439,6.001352529084009
10,sdg10_palma,0.045831243318711926,0.2249719167670282,-0.25602504563591477,-3.716897481203329,0.7845930431576572
11,sdg11_pipedwat,8.842917731436865,1.5867630462507287,1.1208440116809468,-1.6937002456686394,1.8531681897872636
11,sdg11_pm25,5.367384453271738,1.6377755843777708,1.2177480149148436,-2.562192316413432,2.324074428639974
11,sdg11_rentover,1.3367642179880557,6.866568472497664,5.302419994986262,-4.485786080101863,7.715893281508658
11,sdg11_slums,7.212770752673779,2.230945615385876,1.8252111321173372,-1.5151794349599994,3.3723917648992883
11,sdg11_transport,5.913029131976807,1.7655286889558761,1.2553950241099388,-1.9892578957472726,2.2137714608690056
13,sdg13_co2gcp,1.1608506359643502,1.2128854741883939,0.9514759961307869,-0.8334240100438706,1.8145828867996512
13,sdg13_co2import,5.562665405733709,1.5681627170803776,1.0446226367907525,-2.205784501367375,2.2669745473862783
14,sdg14_cleanwat,0.5619841729494773,0.18583967682596203,0.0674836866135248,-0.9560824617634381,0.3255275195542419
14,sdg14_cpma,1.621533448087473,1.5687753070901227,1.011892966837707,-2.116894690877536,2.3214649491041297
14,sdg14_fishstocks,-0.15973823573102094,0.5396628706573706,0.3840194021976706,-1.1835025455974721,0.6583175652293565
14,sdg14_trawl,1.7879905621914214,0.9353298495906471,0.6265518185738164,-1.0225213089562737,1.0906494204590256
15,sdg15_cpfa,2.6039182270431405,1.975877280188946,1.2865467835684754,-3.122861647087198,3.869074231486043
15,sdg15_cpta,3.2403807186791647,1.7981215208497405,1.3391586331292515,-2.5811283151717905,2.301944082935834
15,sdg15_redlist,0.7328118839118237,0.405884307936395,0.33387857278016597,-0.6054946355823547,0.6916068999723658
16,sdg16_homicides,7.662174196734888,2.3298160800501337,1.5957975382965823,-2.562611772650954,2.7610849572897203
16,sdg16_prison,0.7621240670482916,5.159068450354389,4.090367872109745,-3.4752787065024684,6.209920300665373
16,sdg16_rsf,6.923238499412082,1.4583829071581271,1.164866283239525,-1.3825889603574006,1.8836131659215365
17,sdg17_govex,9.348944752391793,1.601577294253252,1.1656751003255599,-2.6334466380221073,2.2186484780538045
17,sdg17_govrev,13.052397966166673,1.7922800677487873,1.1271570993447504,-4.380468979766015,2.822743489035223
