countryCode,group,sdg,seriesCode,meanGap,gapClosureChange,gapClosureElasticity,instrumental
AGO,Africa,1,sdg1_320pov,-17.12646613835771,-5.337749799654747,-0.26159545921073907,1
AGO,Africa,1,sdg1_wpc,-28.13417880478535,-3.830219541931924,-0.18771356424657387,1
AGO,Africa,2,sdg2_crlyld,1.9151627967037732,14.64530171559833,0.7177452243676864,1
AGO,Africa,2,sdg2_obesity,-41.06547342893509,-3.202746680532933,-0.15696201959182768,1
AGO,Africa,2,sdg2_snmi,1.61094479441104,29.627897726707598,1.4520207582169176,1
AGO,Africa,2,sdg2_stunting,13.280608252328586,7.141508715749409,0.34999509570021414,1
AGO,Africa,2,sdg2_trophic,1.5621035663302751,18.713508492151675,0.9171222015249051,1
AGO,Africa,2,sdg2_undernsh,94.71641646147697,3.2083875580466197,0.15723847090538307,1
AGO,Africa,2,sdg2_wasting,10.706177557722906,8.779838438809714,0.43028728479275724,1
AGO,Africa,3,sdg3_fertility,17.82517828294,8.212816989679716,0.40249837711913516,1
AGO,Africa,3,sdg3_hiv,0.44692566464157313,21.074627302568956,1.0328372467490505,1
AGO,Africa,3,sdg3_matmort,94.10237007594017,3.806847493230778,0.1865681336733635,1
AGO,Africa,3,sdg3_neonat,41.85682804803389,13.375620075358682,0.655519948887105,1
AGO,Africa,3,sdg3_tb,-7.0750364183815195,-17.7766929809009,-0.8712102174380449,1
AGO,Africa,3,sdg3_traffic,0.038493016020746396,19.94804307753291,0.9776249702749937,1
AGO,Africa,3,sdg3_u5mort,87.1401770462957,7.289722743853414,0.3572588525637989,1
AGO,Africa,3,sdg3_vac,22.103969370428132,19.172863503396616,0.9396345315549014,1
AGO,Africa,5,sdg5_edat,-5.5671716010317285,-4.890935385955183,-0.23969772587350494,1
AGO,Africa,5,sdg5_lfpr,18.208862837480176,14.633168209007238,0.7171505786185096,1
AGO,Africa,5,sdg5_parl,36.61530774537858,15.39793620193969,0.754630760682079,1
AGO,Africa,6,sdg6_sanita,23.8332765783311,11.373077789454898,0.5573782246527081,1
AGO,Africa,6,sdg6_scarcew,-19.928131988246676,-21.618086038751073,-1.0594713796682902,1
AGO,Africa,6,sdg6_water,18.694387038370163,9.478740150776009,0.46453945492947296,1
AGO,Africa,7,sdg7_cleanfuel,13.281623170576095,5.884713043866726,0.2884013430403414,1
AGO,Africa,7,sdg7_co2twh,37.94648078862809,15.531064260100248,0.761155175803709,1
AGO,Africa,7,sdg7_elecac,19.705725619074833,0.22993913424934567,0.011268987058623094,1
AGO,Africa,8,sdg8_gdpgrowth,-37.5205300361906,-0.21880925990722325,-0.010723527885981906,0
AGO,Africa,8,sdg8_impacc,-13.571390070955092,-14.184639455277292,-0.6951688279360789,1
AGO,Africa,8,sdg8_unemp,-24.019252278656577,3.5595586432388107,0.17444886193913417,0
AGO,Africa,9,sdg9_articles,0.03281737589301281,27.621613846758734,1.353695663826717,1
AGO,Africa,9,sdg9_intuse,8.51279656045607,-11.921946880253007,-0.5842775112890354,1
AGO,Africa,9,sdg9_mobuse,13.56493229984027,10.466617596486735,0.5129539111618249,1
AGO,Africa,11,sdg11_pipedwat,32.261636751066526,15.663323859482018,0.7676370290066337,1
AGO,Africa,11,sdg11_pm25,6.241919351773961,19.21515042597904,0.9417069529584438,1
AGO,Africa,11,sdg11_slums,45.875795060121746,-0.8830918971135253,-0.04327906683929576,1
AGO,Africa,13,sdg13_co2gcp,-24.680006699439815,-19.89237852731168,-0.9748969305347601,1
AGO,Africa,13,sdg13_co2import,-22.81801955646465,-13.34121497205271,-0.6538338041376637,1
AGO,Africa,14,sdg14_cleanwat,2.549870757764927,13.7950884504936,0.6760774921097003,1
AGO,Africa,14,sdg14_fishstocks,35.23637942271171,20.417927989006916,1.0006533556071782,1
AGO,Africa,14,sdg14_trawl,2.955083859847607,16.074551577100888,0.7877907094278574,1
AGO,Africa,16,sdg16_rsf,8.991663277260786,9.93561233478108,0.48693010515874197,1
AGO,Africa,17,sdg17_govex,5.9490955960490695,-2.499342379479791,-0.12248918402416817,1
AGO,Africa,17,sdg17_govrev,-81.43160958151702,-11.94553598258243,-0.5854335793491444,1
ALB,E. Europe & C. Asia,1,sdg1_320pov,-13.217779369374338,-13.071676351455878,-0.520712758178036,1
ALB,E. Europe & C. Asia,1,sdg1_wpc,19.808480351569347,29.693783494198552,1.1828576143015863,1
ALB,E. Europe & C. Asia,2,sdg2_crlyld,34.40980766458752,21.57466719930256,0.859431044807869,1
ALB,E. Europe & C. Asia,2,sdg2_obesity,-23.816546010159122,-1.004009841814009,-0.039994926428134715,1
ALB,E. Europe & C. Asia,2,sdg2_snmi,7.949388707667704,14.8205897343711,0.5903810613816137,1
ALB,E. Europe & C. Asia,2,sdg2_stunting,22.395397242273607,15.225588625159096,0.6065142706052169,1
ALB,E. Europe & C. Asia,2,sdg2_trophic,0.899762892223066,26.825361688670117,1.0685934763428482,1
ALB,E. Europe & C. Asia,2,sdg2_undernsh,47.49030780697434,-7.87570868271104,-0.3137303801378481,1
ALB,E. Europe & C. Asia,2,sdg2_wasting,3.761025567404508,13.261765695767144,0.5282850040105722,1
ALB,E. Europe & C. Asia,3,sdg3_births,86.65302307257477,8.644148772670228,0.34434133989379867,1
ALB,E. Europe & C. Asia,3,sdg3_fertility,-3.0936021395904456,-29.08940437531763,-1.1587820550912604,1
ALB,E. Europe & C. Asia,3,sdg3_hiv,-52.3475948797119,-11.435827327516666,-0.4555483956038842,1
ALB,E. Europe & C. Asia,3,sdg3_matmort,15.29018545604729,23.02476267138921,0.9171958786815002,1
ALB,E. Europe & C. Asia,3,sdg3_neonat,28.711932120457075,19.645333412956163,0.782575659903651,1
ALB,E. Europe & C. Asia,3,sdg3_swb,-12.157081802428404,-8.935252386668365,-0.3559375087159927,1
ALB,E. Europe & C. Asia,3,sdg3_tb,10.331402063132034,16.953422949042164,0.6753428854112764,1
ALB,E. Europe & C. Asia,3,sdg3_traffic,20.02965917642031,27.528779346615906,1.096614254930997,1
ALB,E. Europe & C. Asia,3,sdg3_u5mort,100.0,0.0,,1
ALB,E. Europe & C. Asia,3,sdg3_vac,31.072744310502078,-3.7283496351481653,-0.1485195295363818,1
ALB,E. Europe & C. Asia,4,sdg4_primary,67.73760054853342,1.2467323902225822,0.04966382613584154,1
ALB,E. Europe & C. Asia,4,sdg4_second,100.0,0.0,,1
ALB,E. Europe & C. Asia,5,sdg5_edat,100.0,0.0,,1
ALB,E. Europe & C. Asia,5,sdg5_lfpr,2.243060912952166,-1.5907991230574001,-0.06336979105072174,1
ALB,E. Europe & C. Asia,5,sdg5_parl,56.21564097884082,4.425893482674218,0.17630632374927221,1
ALB,E. Europe & C. Asia,6,sdg6_sanita,99.03636175382586,0.14248057375805223,0.005675741240340707,1
ALB,E. Europe & C. Asia,6,sdg6_scarcew,-27.73378987786177,-6.886750286563852,-0.27433503096185863,1
ALB,E. Europe & C. Asia,6,sdg6_water,14.598065749398103,30.03366351229883,1.1963968006244552,1
ALB,E. Europe & C. Asia,7,sdg7_cleanfuel,96.76865689482528,1.766199087215184,0.07035688258093362,1
ALB,E. Europe & C. Asia,7,sdg7_co2twh,9.43128394655297,39.54821880277363,1.5754109526684477,1
ALB,E. Europe & C. Asia,7,sdg7_elecac,0.4017432859954928,115.55180530600055,4.6030285355586775,1
ALB,E. Europe & C. Asia,8,sdg8_gdpgrowth,-58.92107991249069,10.762144787730822,0.42871212120444957,0
ALB,E. Europe & C. Asia,8,sdg8_impacc,-3.904864485477,-12.219576607951856,-0.48676919992635403,1
ALB,E. Europe & C. Asia,8,sdg8_unemp,22.463659725163332,-21.671934751013065,-0.8633057165615619,0
ALB,E. Europe & C. Asia,9,sdg9_articles,2.154215810603022,23.577992623250626,0.939233900920964,1
ALB,E. Europe & C. Asia,9,sdg9_intuse,89.92550548408373,6.037191038634071,0.24049267384322445,1
ALB,E. Europe & C. Asia,9,sdg9_mobuse,64.75075994310271,18.19941114922615,0.7249770665928529,1
ALB,E. Europe & C. Asia,11,sdg11_pipedwat,-24.494854201866232,-2.9099032456128833,-0.11591655915544015,1
ALB,E. Europe & C. Asia,11,sdg11_pm25,21.063790327145348,19.745313434498918,0.7865583834182542,1
ALB,E. Europe & C. Asia,11,sdg11_transport,-13.806091667957144,-17.390908881286148,-0.6927702222208724,1
ALB,E. Europe & C. Asia,13,sdg13_co2gcp,-23.81210166023515,-12.030969265992228,-0.4792559899444157,1
ALB,E. Europe & C. Asia,13,sdg13_co2import,-29.954185024359358,-8.129792470380913,-0.32385185701110053,1
ALB,E. Europe & C. Asia,14,sdg14_cleanwat,4.274459803482255,15.319356634016657,0.6102495373918403,1
ALB,E. Europe & C. Asia,14,sdg14_cpma,80.6758735241083,11.09549772582205,0.44199130003149434,1
ALB,E. Europe & C. Asia,14,sdg14_trawl,-0.4322558551313138,-9.65410796248623,-0.38457325975140527,1
ALB,E. Europe & C. Asia,15,sdg15_cpfa,95.48676857234359,1.3706620658567499,0.05460058875790489,1
